asset,mean_contribution,cum_contribution,avg_abs_weight
XLY,0.00011063386887530513,0.008301911514437155,0.026237306666666668
SLV,0.00010049350335956902,0.007464390892622408,0.04385433333333334
GLD,8.612359142850073e-05,0.006462884911514255,0.03885438666666667
PDBC,7.763668102403583e-05,0.005810661486561175,0.03702534666666667
MTUM,5.50458777399765e-05,0.004127069029968178,0.024007666666666667
XLRE,2.895649894426841e-05,0.0021693855324704803,0.026559546666666666
EWJ,2.7939634570676633e-05,0.002094501943039395,0.0194516
QQQ,2.3714342400284304e-05,0.0017611373401467123,0.04107195999999999
TIP,2.321457579654236e-05,0.0017423601489596763,0.019268319999999995
XLC,1.282084284639178e-05,0.000931218193093386,0.03198525333333333
USMV,1.2378842163283174e-05,0.0009263278323317081,0.02407676
SPY,6.2786208255317e-06,0.00046693783924256493,0.02169341333333334
HYG,4.563873043928194e-06,0.0003409566412002629,0.027951346666666665
QUAL,3.675005807163064e-06,0.0002730245729880565,0.02542624
XLI,2.5532594548177886e-06,0.00018733021095229674,0.021464146666666663
XLF,2.446206520330356e-06,0.00017625960812650554,0.02721948
MDY,-3.382184766145454e-06,-0.0002571017196432157,0.01389424
SHY,-4.709222539460739e-06,-0.00035324158880423173,0.05707933333333333
XLV,-1.117389261834442e-05,-0.0008410452998385276,0.02271522666666667
XLP,-1.5309160560208912e-05,-0.0011515846606683366,0.02213052
LQD,-1.7566151329770154e-05,-0.0013169040474011462,0.013874479999999996
EFA,-2.109190169506537e-05,-0.0015846649454243078,0.019961933333333334
IEF,-2.2378101964897783e-05,-0.0016775475099560788,0.02696185333333333
EEM,-2.7593630708056713e-05,-0.0020712741723108996,0.01929736
IWM,-3.45125736925594e-05,-0.0025918771256786544,0.015150120000000001
XLK,-4.140920295541172e-05,-0.0031214462879264326,0.04270357333333333
XLE,-4.028783624577625e-05,-0.0031393870729595763,0.06218932
XLU,-5.5768256575721985e-05,-0.004188521122602151,0.031665026666666665
TLT,-7.236517785512786e-05,-0.005420909832866361,0.04528520000000001
USO,-0.00015870262355836958,-0.012061695089942703,0.06755730666666668
